lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410543,-122.059307,253.803207,240.013535,22.899826,-25.643024,-35.732651,49.586178,9
37.410543,-122.059307,253.94725,240.157578,23.314407,-24.960716,-35.326874,49.138447,6
37.410543,-122.059307,252.128387,238.338715,22.866653,-25.276909,-34.726311,48.65925,6
37.410543,-122.059307,251.839035,238.049362,23.28125,-25.027285,-34.223137,48.36946,6
37.410543,-122.059307,251.779633,237.98996,22.999313,-25.37676,-34.336761,48.497026,6
37.410543,-122.059307,250.824921,237.035248,23.065643,-25.310192,-34.141983,48.356021,6
37.410543,-122.059307,250.725769,236.936096,23.463623,-25.410042,-34.174431,48.622048,6
37.410543,-122.059307,250.646271,236.856598,23.447021,-25.859367,-34.223129,48.884479,6
37.410543,-122.059307,250.609467,236.819794,23.380707,-25.459969,-33.995888,48.482861,6
37.410556,-122.059366,250.607483,236.81781,23.281204,-25.293549,-34.12574,48.439077,6
37.410556,-122.059366,250.591034,236.801361,23.397263,-25.343472,-34.012123,48.44118,6
37.410556,-122.059366,250.567581,236.777908,23.596237,-25.376757,-34.206894,48.691619,6
37.410556,-122.059366,250.552979,236.763306,23.513321,-25.493248,-34.645157,49.021106,6
37.410556,-122.059366,250.53421,236.744537,23.463593,-25.443325,-34.466599,48.845157,6
37.410556,-122.059366,250.524078,236.734406,23.795273,-25.177061,-34.141975,48.639222,6
37.410556,-122.059366,250.533356,236.743683,23.36412,-24.910797,-34.434135,48.498862,6
37.410556,-122.059366,250.523834,236.734161,23.115372,-25.127132,-34.352982,48.433672,6
37.410556,-122.059366,250.499466,236.709793,23.447021,-25.326836,-34.515297,48.811035,6
37.410556,-122.059366,250.485092,236.695419,23.69577,-25.31019,-34.563988,48.956762,6
37.410556,-122.059366,250.473541,236.683868,23.546539,-25.160418,-34.2556,48.589425,6
37.41053,-122.059397,250.497345,236.707672,23.430466,-24.311697,-34.304291,48.133457,6
37.41053,-122.059397,250.512238,236.722565,23.646042,-24.894156,-34.223129,48.477591,4
37.41053,-122.059397,250.501801,236.712128,23.198303,-24.910793,-34.012123,48.11999,4
37.41053,-122.059397,250.477951,236.688278,23.198318,-25.010643,-33.97966,48.148848,4
37.41053,-122.059397,250.45845,236.668777,23.281235,-25.093849,-34.742538,48.772545,4
37.41053,-122.059397,250.409668,236.619995,23.513412,-25.5931,-33.671257,48.390504,4
37.41053,-122.059397,250.395966,236.606293,23.828476,-25.010643,-33.817337,48.341916,4
37.41053,-122.059397,250.407455,236.617783,24.077225,-25.293549,-33.99588,48.735985,4
37.41053,-122.059397,249.161636,235.371964,22.999344,-25.476608,-34.401657,48.595282,4
37.41053,-122.059397,249.193787,235.404114,23.778748,-25.060568,-34.093277,48.536712,4
37.41053,-122.059397,249.207855,235.418182,23.74559,-25.360119,-33.995872,48.607695,4
37.41053,-122.059397,249.238251,235.448578,23.67926,-25.326834,-34.352959,48.808623,4
37.41053,-122.059397,249.270447,235.480774,23.596359,-25.243626,-34.401665,48.759649,4
37.41053,-122.059397,249.296509,235.506836,23.148605,-25.226984,-34.71006,48.754968,4
37.41053,-122.059397,249.322098,235.532425,23.447098,-25.027283,-33.898491,48.220732,4
37.41053,-122.059397,249.380478,235.590805,24.01091,-25.226984,-34.158188,48.782234,4
37.41053,-122.059397,249.475082,235.68541,24.40892,-25.093849,-34.710068,49.297926,4
37.41053,-122.059397,249.544785,235.755112,24.126999,-24.977362,-34.336731,48.836377,4
37.41053,-122.059397,249.586288,235.796616,23.894852,-25.043928,-34.206886,48.664909,4
37.4105,-122.059333,249.647888,235.858215,24.060669,-25.077209,-34.693832,49.106458,4
37.4105,-122.059333,249.679077,235.889404,23.894852,-25.376759,-33.97966,48.678138,4
37.4105,-122.059333,249.710083,235.92041,24.1436,-25.127136,-33.963425,48.660052,4
37.4105,-122.059333,249.746338,235.956665,23.430527,-25.077211,-34.174438,48.432926,4
37.4105,-122.059333,249.756927,235.967255,23.977783,-25.326832,-34.223129,48.863126,4
37.4105,-122.059333,249.818146,236.028473,24.060699,-24.511393,-34.304276,48.543887,4
37.4105,-122.059333,249.864532,236.07486,24.143616,-24.96072,-34.255592,48.779067,4
37.4105,-122.059333,249.900589,236.110916,23.977783,-24.994001,-34.060806,48.577492,4
37.4105,-122.059333,249.912521,236.122849,23.347641,-25.3934,-34.385422,48.706204,4
37.4105,-122.059333,249.902512,236.112839,23.347626,-25.260267,-34.385422,48.63692,4
37.4105,-122.059333,249.931625,236.141953,23.861694,-24.877508,-34.109489,48.49462,4
37.4105,-122.059333,249.993683,236.20401,23.828537,-24.877512,-33.752411,48.227741,4
37.4105,-122.059333,249.971481,236.181808,23.961212,-25.776159,-33.71994,48.739968,4
37.4105,-122.059333,249.960373,236.1707,23.878296,-25.459967,-34.158188,48.838148,4
