lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.4106,-122.059673,213.580627,199.790955,9.150604,-30.75598,-24.539825,40.396372,69
37.4106,-122.059673,212.896606,199.106934,9.134018,-30.639492,-24.913124,40.532364,69
37.4106,-122.059673,213.423737,199.634064,9.631516,-30.240107,-25.594803,40.771609,69
37.4106,-122.059673,213.494263,199.70459,10.162178,-29.74087,-25.72464,40.614607,69
37.4106,-122.059673,215.867126,202.077454,11.505379,-29.091867,-25.870705,40.595614,69
37.4106,-122.059673,219.560287,205.770615,12.649605,-27.544239,-26.049248,39.965747,69
37.4106,-122.059673,224.38884,210.599167,14.788811,-26.329435,-25.675949,39.638396,69
37.4106,-122.059673,228.204315,214.414642,15.850143,-24.865017,-26.455009,39.615195,69
37.4106,-122.059673,231.364182,217.574509,16.928032,-23.849907,-26.568611,39.512877,69
37.4106,-122.059673,234.091766,220.302094,16.963547,-21.360701,-22.139069,35.130895,69
37.4106,-122.059673,235.805527,222.015854,17.245392,-20.878323,-22.220207,35.029209,69
37.4106,-122.059673,236.48584,222.696167,17.344879,-20.479109,-22.382462,34.945863,69
37.4106,-122.059673,236.998657,223.208984,17.643311,-20.612179,-22.86924,35.48451,69
37.4106,-122.059673,236.907104,223.117432,17.212265,-20.346039,-22.642082,34.969805,69
37.4106,-122.059673,235.967529,222.177856,16.814362,-20.479111,-22.577171,34.81157,69
37.4106,-122.059673,235.830811,222.041138,16.333572,-20.662085,-22.9179,34.913285,69
37.4106,-122.059673,235.489731,221.700058,16.134644,-21.593575,-22.431122,35.067997,69
37.4106,-122.059673,235.052124,221.262451,15.537811,-21.527039,-22.690727,34.924291,69
37.4106,-122.059673,234.661926,220.872253,15.388603,-21.776545,-22.706947,35.023313,69
37.4106,-122.059673,234.20845,220.418777,15.05703,-22.042686,-22.577148,34.961719,69
37.4106,-122.059673,233.844406,220.054733,14.891251,-22.508436,-22.836754,35.353873,69
37.4106,-122.059673,229.663055,215.873383,14.377304,-23.024086,-22.788094,35.441679,69
37.4106,-122.059673,229.655579,215.865906,14.427032,-23.040718,-21.700966,34.784276,69
37.410601,-122.059672,229.257095,215.467422,13.830193,-23.439934,-22.317543,35.19627,69
37.410601,-122.059672,228.97258,215.182907,13.465439,-24.005482,-22.252632,35.394362,69
37.410601,-122.059672,227.512283,213.72261,13.448868,-24.35479,-22.171516,35.575328,69
37.410601,-122.059672,226.523804,212.734131,13.150444,-24.221722,-21.684723,35.069263,69
37.410601,-122.059672,226.246429,212.456757,13.001236,-24.238354,-22.155289,35.318363,69
37.410601,-122.059672,226.171494,212.381821,13.050972,-24.288254,-21.911903,35.21901,69
37.410601,-122.059672,226.168961,212.379288,12.951492,-24.188454,-22.106598,35.235268,69
37.410601,-122.059672,226.130035,212.340363,12.835449,-24.404694,-21.928123,35.230391,69
37.410601,-122.059672,226.16272,212.373047,12.951492,-24.487862,-22.041702,35.401033,69
37.410601,-122.059672,226.135544,212.345871,12.918335,-24.487862,-22.171509,35.46991,69
37.410602,-122.059672,225.433289,211.643616,12.537018,-24.670835,-22.414902,35.612565,69
37.410602,-122.059672,226.215195,212.425522,13.150444,-24.35479,-22.04171,35.38258,69
37.410602,-122.059672,226.210175,212.420502,12.918327,-24.554399,-22.236412,35.55643,69
37.410602,-122.059672,226.195938,212.406265,12.702812,-24.271622,-22.122826,35.212107,69
37.410602,-122.059672,226.239471,212.449799,12.85202,-23.855778,-22.593384,35.280782,69
37.410602,-122.059672,226.220795,212.431122,12.503845,-24.471228,-22.122826,35.278982,69
37.410602,-122.059672,226.212463,212.422791,12.752541,-24.587664,-22.690727,35.80572,69
37.410602,-122.059672,226.173553,212.383881,12.785713,-24.820538,-22.333771,35.753753,69
37.410602,-122.059672,226.158539,212.368866,12.719398,-24.25499,-22.496017,35.442325,69
37.410602,-122.059672,226.182114,212.392441,13.017822,-24.155186,-22.560921,35.52368,69
37.410602,-122.059672,226.213806,212.424133,12.752556,-23.98885,-22.431114,35.231342,69
37.410602,-122.059672,226.272873,212.4832,13.233345,-24.238356,-22.609596,35.690519,69
37.410602,-122.059672,226.297867,212.508194,12.702827,-24.171818,-22.804321,35.576336,69
37.410602,-122.059672,226.344101,212.554428,13.017822,-23.92231,-22.398674,35.262462,69
37.410602,-122.059672,226.435913,212.64624,13.167046,-23.73934,-22.317551,35.142573,69
37.410602,-122.059672,226.491745,212.702072,13.664421,-24.338158,-22.479805,35.838582,69
37.410602,-122.059672,226.495941,212.706268,12.852043,-24.554394,-21.944359,35.350363,69
37.410602,-122.059672,226.4814,212.691727,13.150467,-24.254986,-21.717194,35.112329,69
37.410602,-122.059672,226.498047,212.708374,12.968102,-24.271622,-22.220207,35.369774,69
37.410602,-122.059672,226.520798,212.731125,13.498634,-24.371426,-22.544731,35.839146,69
37.410602,-122.059672,226.546326,212.756653,13.216797,-24.188454,-22.333786,35.476232,69
37.410602,-122.059672,226.586746,212.797073,13.515228,-23.955582,-22.009277,35.226972,69
37.410602,-122.059672,226.642029,212.852356,12.95153,-23.656174,-22.236443,34.954486,69
37.410602,-122.059672,226.700394,212.910721,13.448898,-23.68944,-22.203995,35.143702,69
37.410602,-122.059672,226.73584,212.946167,13.29969,-24.072018,-22.707001,35.664432,69
37.410602,-122.059672,226.768051,212.978378,13.200203,-24.038746,-22.512291,35.48112,69
37.410602,-122.059672,226.776215,212.986542,12.951508,-24.121918,-22.204002,35.250903,69
37.410602,-122.059672,226.791,213.001328,13.150452,-24.25499,-22.43116,35.558344,69
37.410602,-122.059672,226.785843,212.99617,12.470718,-24.171818,-22.350029,35.203968,69
37.410602,-122.059672,226.750458,212.960785,12.769142,-24.13855,-21.863251,34.981743,69
37.410602,-122.059672,226.749649,212.959976,12.868622,-24.105282,-22.187775,35.198912,69
37.410602,-122.059672,226.728317,212.938644,13.001259,-24.437958,-21.993065,35.354511,69
37.410602,-122.059672,226.715469,212.925797,12.951508,-24.254988,-22.43116,35.485249,69
37.410602,-122.059672,226.721695,212.932022,13.283089,-24.221722,-21.911934,35.259964,69
37.410602,-122.059672,226.728333,212.93866,13.249931,-24.288256,-22.366249,35.577087,69
37.410602,-122.059672,226.702759,212.913086,12.868622,-24.371426,-22.350037,35.483686,69
37.410602,-122.059672,226.697098,212.907425,13.33284,-24.138552,-21.993057,35.272211,69
37.410602,-122.059672,226.707291,212.917618,13.067566,-24.105286,-22.44738,35.436012,69
37.410602,-122.059672,226.687225,212.897552,12.63652,-24.171822,-22.285126,35.221945,69
37.410602,-122.059672,226.617355,212.827682,12.520485,-24.754002,-22.203987,35.532241,69
37.410602,-122.059672,226.579468,212.789795,12.736008,-24.47123,-22.122864,35.361958,69
37.410602,-122.059672,226.561539,212.771866,13.150475,-24.454594,-21.847031,35.330651,69
37.410602,-122.059672,226.50235,212.712677,12.487328,-24.620934,-22.203995,35.427971,69
37.410602,-122.059672,226.457672,212.667999,12.537056,-24.271624,-22.25267,35.234512,69
37.410602,-122.059672,225.392929,211.603256,12.636536,-24.571033,-22.025513,35.334699,69
37.410602,-122.059672,225.38884,211.599167,12.835487,-24.936977,-22.252663,35.802005,69
37.410602,-122.059672,225.390442,211.600769,12.785751,-24.820538,-22.4636,35.835009,69
37.410602,-122.059672,225.390213,211.60054,12.437584,-24.437962,-22.479828,35.457723,69
37.410602,-122.059672,225.393661,211.603989,12.338112,-24.238354,-22.901703,35.555798,69
37.410602,-122.059672,225.386993,211.597321,12.238632,-24.73737,-22.739441,35.760366,69
37.410602,-122.059672,225.347427,211.557755,12.006531,-24.404694,-22.64209,35.389406,69
37.410602,-122.059672,225.370163,211.58049,12.27179,-23.905678,-23.096413,35.433353,69
37.410602,-122.059672,225.39119,211.601517,12.288361,-24.221722,-22.625854,35.350034,69
37.410602,-122.059672,225.400345,211.610672,12.271782,-24.005478,-22.447372,35.081963,69
37.410602,-122.059672,225.420258,211.630585,12.487312,-24.188452,-22.593414,35.376214,69
37.410602,-122.059672,225.433716,211.644043,12.404427,-24.005482,-22.544739,35.190882,69
37.410602,-122.059672,225.461853,211.67218,12.27179,-24.238356,-22.317581,35.159197,69
37.410602,-122.059672,225.460968,211.671295,12.338112,-24.271622,-22.187775,35.123183,69
37.410602,-122.059672,225.446365,211.656693,12.338112,-24.437962,-22.382484,35.361258,69
37.410602,-122.059672,225.466919,211.677246,12.603386,-24.338156,-22.414932,35.406502,69
37.410602,-122.059672,225.474411,211.684738,12.321548,-24.454594,-22.074188,35.172681,69
37.410602,-122.059672,225.470871,211.681198,12.387878,-24.853807,-22.496071,35.738557,69
37.410602,-122.059672,225.464844,211.675171,11.989975,-24.587666,-22.723236,35.562034,69
37.410602,-122.059672,225.464386,211.674713,12.155762,-24.12192,-22.496071,35.152564,69
37.410602,-122.059672,225.462234,211.672562,12.122612,-24.687468,-22.820587,35.738047,69
37.410602,-122.059672,225.923538,212.133865,11.691551,-24.055382,-22.917931,35.221944,69
37.410602,-122.059672,225.925385,212.135712,11.393135,-24.321526,-22.917931,35.306822,69
37.410602,-122.059672,225.93396,212.144287,11.608665,-24.537762,-23.128876,35.662414,69
37.410602,-122.059672,227.835541,214.045868,11.757881,-24.787273,-22.820587,35.685234,69
