lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410502,-122.059831,75.320618,61.530949,-15.557877,4.023116,-19.040031,24.914971,59
37.410502,-122.059831,76.940277,63.150608,-15.57444,3.74086,-18.991425,24.844143,59
37.410502,-122.059831,77.094368,63.304699,-15.640678,3.940101,-19.445076,25.263931,59
37.410502,-122.059831,76.623474,62.833805,-15.690353,4.521213,-19.040024,25.082884,59
37.410502,-122.059831,77.312096,63.522427,-15.839394,4.305371,-18.60257,24.808833,59
37.410502,-122.059831,77.136505,63.346836,-15.789726,4.488008,-18.100319,24.435204,59
37.410502,-122.059831,78.314369,64.524696,-16.054688,4.222359,-18.424347,24.799957,59
37.410502,-122.059831,78.728485,64.938812,-15.855972,4.587626,-18.586372,24.857824,59
37.410502,-122.059831,78.77018,64.980507,-15.77317,4.936295,-18.472954,24.787294,59
37.410502,-122.059831,78.86058,65.070908,-15.955322,4.9529,-18.683586,25.063518,59
37.410502,-122.059831,80.949097,67.159424,-16.038116,4.770263,-18.278542,24.780671,59
37.410502,-122.059831,80.424698,66.635025,-16.087807,5.384586,-18.489166,25.093038,59
37.410502,-122.059831,80.417854,66.628181,-16.551476,5.550617,-18.165131,25.193901,59
37.410502,-122.059831,80.454475,66.664803,-16.518356,5.417788,-18.391953,25.307557,59
37.410502,-122.059831,82.034676,68.245003,-16.20372,4.903089,-18.34333,24.961542,59
37.410502,-122.059831,81.157623,67.36795,-16.253403,5.351375,-18.391937,25.12118,59
37.410502,-122.059831,80.593384,66.803711,-16.518364,5.517409,-18.262329,25.235111,59
37.410502,-122.059831,80.60955,66.819878,-16.650841,5.583822,-18.294724,25.359938,59
37.410502,-122.059831,80.597267,66.807594,-16.071251,5.700046,-17.986893,24.785156,59
37.410502,-122.059831,79.708565,65.918892,-16.253403,5.882681,-18.132706,25.051428,59
37.410502,-122.059831,79.94902,66.159348,-16.25341,5.650235,-18.165108,25.021384,59
37.410502,-122.059831,79.675087,65.885414,-16.071259,5.733253,-18.408142,25.100104,59
37.410502,-122.059831,79.595802,65.806129,-15.905647,5.998905,-18.699783,25.271691,59
37.410502,-122.059831,79.572609,65.782936,-15.872536,5.866079,-18.699776,25.219633,59
37.410502,-122.059831,79.58107,65.791397,-15.822853,5.417788,-18.521561,24.955226,59
37.410502,-122.059831,79.585342,65.79567,-15.773178,5.799661,-18.861794,25.262551,59
37.410502,-122.059831,79.558578,65.768906,-15.690376,5.749855,-19.331642,25.553104,59
37.410502,-122.059831,79.525925,65.736252,-16.038132,5.998901,-19.153419,25.691671,59
37.410502,-122.059831,79.485474,65.695801,-16.170609,5.965694,-18.829384,25.526923,59
37.410502,-122.059831,79.431938,65.642265,-15.475121,5.799664,-18.634972,24.907381,59
37.410502,-122.059831,79.373611,65.583939,-15.905655,6.065316,-18.732185,25.311513,59
37.410502,-122.059831,79.360161,65.570488,-16.203728,5.832873,-18.570175,25.326559,59
37.410502,-122.059831,79.351257,65.561584,-16.286537,5.583823,-18.489159,25.264191,59
37.410502,-122.059831,79.396378,65.606705,-16.05471,5.484201,-18.553986,25.141213,59
37.410502,-122.059831,78.031349,64.241676,-15.922218,6.281157,-18.716011,25.362552,59
37.410502,-122.059831,77.805557,64.015884,-15.723518,6.115127,-18.58638,25.101341,59
37.410502,-122.059831,77.779274,63.989605,-15.673828,6.430588,-19.023827,25.474052,59
37.410502,-122.059831,75.72506,61.93539,-16.071274,6.961891,-18.732193,25.644665,59
37.410502,-122.059831,73.406898,59.617226,-15.392326,7.443385,-19.137238,25.662454,59
37.410502,-122.059831,70.232246,56.442574,-15.028008,8.33996,-19.202049,25.770422,59
37.410502,-122.059831,66.952187,53.162514,-15.193604,9.535391,-19.007622,26.135397,59
37.410502,-122.059831,65.284302,51.494633,-15.442001,10.182917,-19.088631,26.580501,59
37.410502,-122.059831,62.002762,48.213093,-15.061127,10.896858,-19.202042,26.726344,59
37.410502,-122.059831,60.529228,46.739555,-14.084106,12.208513,-18.959023,26.586733,59
37.410502,-122.059831,55.326477,41.536804,-13.454819,13.00547,-19.088631,26.731072,59
37.410502,-122.059831,52.880753,39.091084,-12.593719,13.536772,-19.121033,26.598117,59
37.410502,-122.059831,49.218559,35.428886,-11.368294,14.101284,-19.801506,26.836243,59
37.410502,-122.059831,47.807533,34.01786,-10.871506,14.400146,-19.574677,26.62183,59
37.410502,-122.059831,45.224312,31.434641,-10.209122,14.831827,-20.028336,26.932202,59
37.410502,-122.059831,44.219711,30.430042,-9.762009,14.615986,-19.817703,26.488964,59
37.410502,-122.059831,42.89209,29.102419,-9.099617,14.383541,-19.914917,26.197198,59
37.410502,-122.059831,43.372192,29.582523,-9.331444,14.317127,-20.174149,26.439596,59
37.410502,-122.059831,43.531956,29.742285,-9.364563,14.151096,-20.044525,26.262741,59
37.410502,-122.059831,43.557251,29.767582,-9.596405,14.184299,-19.817703,26.192111,59
37.410502,-122.059831,44.078438,30.288767,-9.646088,14.167698,-19.639488,26.06684,59
37.410502,-122.059831,44.48085,30.691177,-10.109772,14.101286,-19.801506,26.327806,59
37.410502,-122.059831,45.372627,31.582958,-10.02697,13.918648,-19.526077,25.991086,59
37.410502,-122.059831,46.453918,32.664249,-10.772156,14.400143,-19.347855,26.414824,59
37.410502,-122.059831,47.657913,33.86824,-11.23584,14.101284,-18.861794,26.093247,59
37.410502,-122.059831,49.195335,35.405663,-11.285522,13.91865,-19.072411,26.169614,59
37.410502,-122.059831,48.765236,34.975563,-11.103371,14.03487,-19.283043,26.307759,59
37.410502,-122.059831,48.764717,34.975044,-11.451126,14.051474,-19.331657,26.500664,59
37.410502,-122.059831,48.791725,35.002052,-11.500809,14.366936,-19.412659,26.749369,59
37.410502,-122.059831,48.843224,35.053551,-11.699524,14.167696,-19.639481,26.894454,59
37.410502,-122.059831,48.82502,35.035351,-11.401443,14.59938,-19.380249,26.809119,59
37.410502,-122.059831,48.784729,34.995056,-11.550484,14.715605,-19.720497,27.181992,59
37.410502,-122.059831,48.735016,34.945347,-11.18618,14.848429,-19.299248,26.79678,59
37.410502,-122.059831,48.697166,34.907497,-11.153069,14.748808,-19.169632,26.634434,59
37.410502,-122.059831,48.657898,34.868229,-11.169617,14.698999,-19.283051,26.695636,59
37.410502,-122.059831,48.666527,34.876858,-11.451141,14.250713,-19.040016,26.395713,59
37.410502,-122.059831,48.667572,34.877899,-11.28553,14.516367,-19.785294,27.010108,59
37.410502,-122.059831,48.625031,34.835361,-11.467705,14.898239,-19.380234,27.001097,59
37.410509,-122.059837,48.623444,34.833771,-11.285538,14.350334,-19.137215,26.4486,59
37.410509,-122.059837,48.613525,34.823856,-11.66642,14.466557,-19.477455,26.921327,59
37.410509,-122.059837,48.624519,34.83485,-11.682983,14.682398,-19.202026,26.847397,59
37.410509,-122.059837,48.573334,34.783665,-11.08683,15.346527,-19.590866,27.244004,59
37.410509,-122.059837,48.482315,34.692646,-10.98748,15.180492,-19.299232,26.900417,59
37.410509,-122.059837,48.443626,34.653954,-11.351791,14.848431,-19.493652,27.006324,59
37.410509,-122.059837,48.407013,34.61734,-11.16964,14.59938,-19.056206,26.477193,59
37.410509,-122.059837,48.396469,34.6068,-11.26899,14.134493,-18.829384,26.102102,59
37.410509,-122.059837,48.395905,34.606236,-11.186188,14.317125,-19.688065,26.790498,59
37.410509,-122.059837,48.388626,34.598953,-11.484261,14.782017,-19.461243,27.002523,59
37.410515,-122.059841,48.407257,34.617588,-11.500824,14.499762,-19.509842,26.891374,59
37.410515,-122.059841,48.441353,34.651684,-11.16964,13.736013,-19.47744,26.321276,59
37.410515,-122.059841,48.453712,34.66404,-11.020599,14.018269,-19.493645,26.419077,59
37.410515,-122.059841,48.487579,34.697906,-11.335236,13.802427,-19.898689,26.738594,59
37.410515,-122.059841,48.520271,34.730598,-11.384918,14.283918,-19.558456,26.761538,59
37.410515,-122.059841,48.573189,34.783516,-11.61676,14.084682,-19.234436,26.519633,59
37.410515,-122.059841,48.629135,34.839462,-11.699562,14.300522,-19.315437,26.729587,59
37.410515,-122.059841,48.655792,34.866119,-11.318687,13.918646,-19.396446,26.420892,59
37.410515,-122.059841,48.662003,34.872334,-10.904716,13.603184,-19.704277,26.310036,59
37.410515,-122.059841,49.384392,35.594719,-11.285583,13.320934,-19.526047,26.193094,59
37.410515,-122.059841,49.0214,35.231728,-11.153099,13.45376,-19.623253,26.276745,59
37.41052,-122.059845,47.852867,34.063198,-10.672874,14.234112,-20.287529,26.983403,59
37.41052,-122.059845,48.247353,34.457684,-10.772232,13.569981,-19.542244,26.11675,59
37.41052,-122.059845,48.244019,34.45435,-11.070297,14.068079,-19.704269,26.621806,59
37.41052,-122.059845,48.212196,34.422527,-11.004059,14.267321,-19.833878,26.796053,59
37.41052,-122.059845,48.177078,34.387405,-10.937813,13.835634,-19.607056,26.37228,59
37.41052,-122.059845,48.158791,34.369118,-11.020615,13.719408,-19.752884,26.454726,59
37.41052,-122.059845,48.135269,34.3456,-11.136528,14.03487,-20.157928,26.969277,59
37.41052,-122.059845,48.107224,34.317554,-11.153091,13.71941,-19.817696,26.558515,59
37.41052,-122.059845,48.095688,34.306015,-11.269012,13.835632,-19.542274,26.463482,59
