lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410527,-122.059774,22.334656,8.544989,-14.727337,23.81131,-8.002556,29.11896,79
37.410527,-122.059774,22.506546,8.716881,-15.091595,24.276619,-7.937668,29.666766,79
37.410527,-122.059774,22.240177,8.45051,-14.777,24.758562,-7.207726,29.72032,79
37.410527,-122.059774,21.968269,8.178604,-14.263721,24.941362,-7.451042,29.682374,79
37.410527,-122.059774,22.257999,8.468333,-14.114693,24.891508,-7.889,29.682453,79
37.410527,-122.059774,22.296135,8.506468,-14.114693,24.658846,-7.726791,29.444635,79
37.410527,-122.059774,22.820242,9.030576,-14.445847,23.927635,-7.532143,28.947321,79
37.410527,-122.059774,23.211147,9.421481,-14.67765,24.293238,-7.369926,29.324233,79
37.410527,-122.059774,23.297871,9.508204,-14.528633,24.509275,-7.548355,29.474793,79
37.410527,-122.059774,23.336628,9.546962,-15.108135,24.093809,-7.077934,29.306391,79
37.410527,-122.059774,23.749516,9.95985,-15.108135,24.16028,-7.597015,29.490499,79
37.410527,-122.059774,23.678955,9.88929,-15.257156,24.276609,-7.775444,29.708452,79
37.410527,-122.059774,23.676453,9.886786,-15.174374,24.093805,-7.175262,29.364221,79
37.410527,-122.059774,23.670383,9.880717,-15.190929,24.243376,-7.872765,29.672985,79
37.410527,-122.059774,23.665066,9.875401,-15.075027,24.259993,-7.824104,29.614529,79
37.410527,-122.059774,23.659111,9.869446,-14.462391,24.309847,-7.5159,29.26804,79
37.410527,-122.059774,23.647701,9.858034,-14.644516,24.226753,-7.532112,29.293858,79
37.410527,-122.059774,23.616838,9.827172,-14.909435,24.060568,-7.694328,29.332659,79
37.410527,-122.059774,23.570837,9.781171,-14.859756,24.509268,-7.353691,29.590427,79
37.410527,-122.059774,23.535564,9.745897,-14.793518,24.376312,-7.288803,29.430926,79
37.410527,-122.059774,23.457073,9.667407,-14.14777,24.426178,-7.175255,29.125278,79
37.410527,-122.059774,23.394587,9.60492,-13.684158,24.359703,-7.142807,28.838707,79
37.410527,-122.059774,23.303219,9.513553,-13.684158,24.559126,-7.175262,29.015362,79
37.410527,-122.059774,23.200212,9.410546,-13.998749,24.974588,-7.645676,29.633619,79
37.410527,-122.059774,23.089272,9.299605,-14.296791,24.143673,-7.613228,29.073638,79
37.410527,-122.059774,22.984354,9.194688,-13.435791,24.74193,-7.321251,29.090966,79
37.410527,-122.059774,22.912064,9.122398,-13.353001,24.791784,-7.337479,29.099378,79
37.410527,-122.059774,22.803843,9.014176,-13.667603,24.60898,-7.223946,29.061842,79
37.410527,-122.059774,22.748592,8.958927,-13.982193,24.426182,-7.305046,29.077548,79
37.410527,-122.059774,22.687061,8.897395,-14.081539,24.692076,-7.564583,29.414474,79
