lat,lng,trueNorth,magNorth,magX,magY,magZ,magnitude,signal
37.410582,-122.05968,263.171112,249.381439,22.82531,-13.359056,-29.956154,39.960359,53
37.410582,-122.05968,264.315948,250.526291,23.305595,-13.109927,-30.069603,40.239309,53
37.410582,-122.05968,265.513641,251.723984,23.487785,-12.628282,-30.053402,40.179056,53
37.410582,-122.05968,265.104645,251.314972,23.255882,-13.060101,-30.085808,40.206444,53
37.410582,-122.05968,266.059845,252.270187,23.02401,-12.528627,-30.312695,40.074069,53
37.410582,-122.05968,267.873383,254.08371,22.84182,-11.847684,-30.815105,40.145823,53
37.410553,-122.059693,269.241089,255.451416,22.65963,-11.067089,-31.220272,40.132838,53
37.410553,-122.059693,269.801483,256.01181,21.831459,-10.303098,-31.123028,39.387933,53
37.410553,-122.059693,270.057373,256.2677,22.278664,-9.755016,-31.398548,39.716093,53
37.410553,-122.059693,270.475281,256.685608,22.195839,-9.472674,-31.44717,39.63977,53
37.410553,-122.059693,270.819397,257.029724,22.3946,-9.206941,-31.155449,39.458179,53
37.410553,-122.059693,271.293182,257.50351,22.990852,-9.007641,-31.155453,39.753982,53
37.410553,-122.059693,271.719788,257.930115,23.189598,-8.542603,-30.993385,39.639923,53
37.410553,-122.059693,274.430817,260.641144,23.189598,-8.310086,-31.998199,40.381924,53
37.410553,-122.059693,274.630341,260.840668,23.58709,-8.143998,-31.349934,40.068614,53
37.410553,-122.059693,274.755371,260.965698,23.454582,-8.442952,-31.025799,39.799511,53
37.410553,-122.059693,274.807739,261.018066,23.653313,-8.542603,-31.090626,39.988527,53
37.41049,-122.059694,274.815338,261.025665,23.520805,-8.775123,-31.252693,40.086929,53
37.41049,-122.059694,274.827667,261.037994,23.288933,-8.442951,-30.896149,39.600882,53
37.41049,-122.059694,274.856079,261.066406,23.106758,-8.393124,-31.204079,39.72482,53
37.41049,-122.059694,274.870422,261.08075,23.123329,-8.376515,-30.993389,39.565699,53
37.41049,-122.059694,274.889038,261.099365,23.636772,-8.293475,-31.204079,40.014663,53
37.41049,-122.059694,274.876038,261.086365,23.50428,-8.758512,-31.333733,40.136835,54
37.41049,-122.059694,274.845612,261.055939,23.404884,-8.758514,-31.236492,40.002733,54
37.41049,-122.059694,274.576599,260.786926,23.255821,-8.741903,-30.960979,39.696805,54
37.41049,-122.059694,274.548737,260.759064,23.355186,-8.575817,-31.123039,39.845363,54
37.41049,-122.059694,274.570007,260.780334,22.974266,-8.060957,-31.398548,39.732414,54
37.41049,-122.059694,274.584503,260.79483,22.841759,-8.227043,-31.333725,39.638775,54
37.41049,-122.059694,274.625732,260.83606,23.86866,-7.762004,-30.84753,39.768477,54
37.41049,-122.059694,274.623566,260.833893,23.50428,-8.426348,-30.944771,39.76221,54
37.41049,-122.059694,274.635864,260.846191,23.355202,-8.144001,-31.18787,39.805445,54
37.41049,-122.059694,274.646118,260.856445,23.239265,-8.160608,-31.39856,39.906497,54
